PO Number,PO Date,PO Year,PO Quarter,PO Month,PO Type,PO Status,Supplier ID,Supplier Name,Supplier Country,Supplier Region,Supplier Tier,Supplier Status,Supplier Risk,Supplier Latitude,Supplier Longitude,Payment Terms,Item Code,Item Description,Category,Sub Category,Unit of Measure,Quantity,Discount Amount,Tax Pct,Tax Amount,Currency,Savings Pct,Requested Delivery,Actual Delivery,Days Late,On Time Delivery,Lead Time Days,Department,Cost Centre,Requestor Name,Approver Name,Contract ID,Contract Type,Contract Start,Contract End,Invoice Status,Payment Status,Invoice Match Type,Maverick Spend,Single Source Flag,Preferred Supplier,Local International,Supplier ESG Score
PO-04208,05/06/2023,2023,Q2,June,Standard,Closed,SUP-008,Meridian Tech,India,Asia,3,Conditional,Medium,20.5937,78.9629,Net 60,ITEM-90345,Freight - Air,Logistics,Freight - Air,Shipment,80,0.0,0,0.0,GBP,-8.4,02/08/2023,31/07/2023,-2,Yes,56,Finance,CC-001,Alice Johnson,James O'Brien,NO-CONTRACT,Spot,05/06/2023,05/07/2023,Paid,Paid,3-Way Match,Yes,No,No,International,44.8
PO-04209,21/11/2024,2024,Q4,November,Standard,Closed,SUP-013,Quantum Electronics,Taiwan,Asia,2,Approved,Medium,23.6978,120.9605,Net 45,ITEM-94075,Courier Service,Logistics,Courier Service,Shipment,95,264.34,0,0.0,EUR,20.0,06/12/2024,06/12/2024,0,Yes,15,HR,CC-005,Emma Wilson,Lisa Chen,CON-9038,Framework,29/11/2023,21/01/2026,Paid,Paid,3-Way Match,No,No,No,International,41.5
PO-04211,11/11/2024,2024,Q4,November,Standard,Closed,SUP-002,TechPro Components,Germany,Europe,1,Preferred,Low,51.1657,10.4515,Net 45,ITEM-52337,Cleaning Supplies,Facilities,Cleaning Supplies,Box,138,0.0,0,0.0,GBP,17.3,22/12/2024,17/12/2024,-5,Yes,36,R&D,CC-008,Henry Martin,Lisa Chen,CON-7937,Long-term,26/05/2024,03/03/2026,Paid,Pending,2-Way Match,No,No,Yes,International,41.4
PO-04212,21/11/2022,2022,Q4,November,Blanket,Closed,SUP-009,Delta Engineering,Netherlands,Europe,2,Approved,Medium,52.1326,5.2913,Net 45,ITEM-76816,Antivirus License,IT Software,Antivirus License,EA,45,0.0,0,0.0,EUR,8.6,26/11/2022,21/11/2022,-5,Yes,0,HR,CC-005,Emma Wilson,Lisa Chen,CON-4109,Long-term,26/02/2022,05/12/2022,Overdue,Pending,3-Way Match,No,No,No,International,63.2
PO-04213,23/05/2024,2024,Q2,May,Standard,Closed,SUP-010,SunRise Manufacturing,South Korea,Asia,1,Preferred,Low,35.9078,127.7669,Net 30,ITEM-62311,Training Course,Professional Svcs,Training Course,EA,146,0.0,5,5164.02,GBP,16.3,02/06/2024,14/06/2024,12,No,22,Finance,CC-001,Alice Johnson,Lisa Chen,NO-CONTRACT,Spot,23/05/2024,22/06/2024,Pending,Pending,3-Way Match,No,Yes,Yes,International,41.6
PO-04214,09/10/2023,2023,Q4,October,Standard,Closed,SUP-015,Iron Gate Steel,Poland,Europe,3,Conditional,Medium,51.9194,19.1451,Net 60,ITEM-32712,Branded Merchandise,Marketing,Branded Merchandise,Box,73,0.0,0,0.0,AUD,12.9,08/11/2023,21/11/2023,13,No,43,IT,CC-002,Leo Walker,Tom Reynolds,CON-9240,Master Supply,19/12/2022,16/11/2025,Paid,Paid,No Match,Yes,No,No,International,75.7
PO-04215,05/01/2024,2024,Q1,January,Blanket,Open,SUP-001,Apex Industrial Supplies,United Kingdom,Europe,1,Preferred,Low,55.3781,-3.436,Net 30,ITEM-64827,Print Material,Marketing,Print Material,Box,181,0.0,0,0.0,EUR,-23.7,06/02/2024,02/02/2024,-4,Yes,28,Operations,CC-003,Clara Davies,Lisa Chen,CON-9593,Master Supply,12/09/2023,29/05/2026,Pending,Overdue,No Match,No,No,Yes,Local,75.2
PO-04216,09/01/2022,2022,Q1,January,Standard,Closed,SUP-007,Nordic Office Solutions,Sweden,Europe,2,Approved,Low,60.1282,18.6435,Net 30,ITEM-21296,Calibration Svc,Maintenance,Calibration Svc,EA,90,1286.91,5,1222.56,GBP,-16.8,10/03/2022,24/03/2022,14,No,74,R&D,CC-008,Henry Martin,Sarah Mitchell,CON-7020,Spot,20/06/2021,30/11/2022,Disputed,On Hold,3-Way Match,No,No,No,International,89.1
PO-04217,27/11/2023,2023,Q4,November,Standard,Open,SUP-014,Blue Horizon Packaging,Australia,Oceania,2,Approved,Low,-25.2744,133.7751,Net 30,ITEM-41218,Consulting (day),Professional Svcs,Consulting (day),Day,119,0.0,5,4627.67,AUD,14.3,21/12/2023,20/12/2023,-1,Yes,23,Operations,CC-003,Clara Davies,Lisa Chen,NO-CONTRACT,Spot,27/11/2023,27/12/2023,Pending,Pending,2-Way Match,No,No,No,International,50.9
PO-04218,20/11/2022,2022,Q4,November,Standard,Open,SUP-002,TechPro Components,Germany,Europe,1,Preferred,Low,51.1657,10.4515,Net 45,ITEM-57013,Cloud Storage (TB),IT Software,Cloud Storage (TB),TB,179,0.0,5,801.02,EUR,-32.2,14/01/2023,11/01/2023,-3,Yes,52,Operations,CC-003,Maya Hall,Priya Sharma,CON-3953,Long-term,30/03/2022,18/01/2023,Pending,Pending,2-Way Match,No,No,Yes,International,41.4
PO-04219,14/09/2024,2024,Q3,September,Standard,Open,SUP-009,Delta Engineering,Netherlands,Europe,2,Approved,Medium,52.1326,5.2913,Net 45,ITEM-64270,Pens & Stationery,Office Supplies,Pens & Stationery,Box,93,0.0,5,154.66,GBP,6.2,26/10/2024,22/10/2024,-4,Yes,38,Finance,CC-001,Karen Clark,Lisa Chen,CON-1722,Master Supply,01/01/2024,31/08/2024,Pending,Pending,2-Way Match,No,No,No,International,63.2
PO-04220,11/11/2024,2024,Q4,November,Standard,Closed,SUP-011,Atlantic Raw Materials,Brazil,Americas,3,Conditional,High,-14.235,-51.9253,Net 60,ITEM-66957,Plastic Resin (kg),Raw Materials,Plastic Resin (kg),KG,129,12.84,20,48.77,EUR,12.9,19/12/2024,17/12/2024,-2,Yes,36,Finance,CC-001,Karen Clark,James O'Brien,NO-CONTRACT,Spot,11/11/2024,11/12/2024,Overdue,Paid,3-Way Match,Yes,No,No,International,52.0
PO-04221,23/03/2023,2023,Q1,March,Standard,Disputed,SUP-006,Pacific Rim Supplies,Japan,Asia,1,Preferred,Low,36.2048,138.2529,Net 30,ITEM-95695,Employee Uniforms,HR & Training,Employee Uniforms,EA,71,0.0,0,0.0,GBP,3.6,22/05/2023,09/06/2023,18,No,78,R&D,CC-008,Henry Martin,Tom Reynolds,NO-CONTRACT,Spot,23/03/2023,22/04/2023,Pending,Overdue,2-Way Match,No,No,Yes,International,77.2
PO-04222,29/09/2022,2022,Q3,September,Standard,Closed,SUP-002,TechPro Components,Germany,Europe,1,Preferred,Low,51.1657,10.4515,Net 45,ITEM-19122,Medical Supplies,HR & Training,Medical Supplies,Box,47,0.0,5,429.09,EUR,17.2,28/10/2022,25/11/2022,28,No,57,R&D,CC-008,Henry Martin,Priya Sharma,CON-9265,Spot,07/10/2021,11/05/2022,Pending,On Hold,3-Way Match,No,No,Yes,International,41.4
PO-04223,23/05/2024,2024,Q2,May,Blanket,Closed,SUP-012,Cornerstone Services,United Kingdom,Europe,2,Approved,Low,55.3781,-3.436,Net 30,ITEM-15118,Safety Equipment,Facilities,Safety Equipment,Box,8,0.0,5,44.13,JPY,-15.7,18/06/2024,17/06/2024,-1,Yes,25,Marketing,CC-004,Nathan Young,Priya Sharma,NO-CONTRACT,Spot,23/05/2024,22/06/2024,Paid,Paid,2-Way Match,No,No,No,Local,67.8
PO-04224,22/02/2022,2022,Q1,February,Blanket,Open,SUP-013,Quantum Electronics,Taiwan,Asia,2,Approved,Medium,23.6978,120.9605,Net 45,ITEM-52337,Cleaning Supplies,Facilities,Cleaning Supplies,Box,162,0.0,20,2469.85,EUR,-7.0,29/03/2022,29/03/2022,0,Yes,35,Marketing,CC-004,David Lee,Sarah Mitchell,CON-5718,Spot,31/08/2021,31/12/2023,Pending,On Hold,2-Way Match,No,No,No,International,41.5
PO-04225,06/10/2022,2022,Q4,October,Standard,Closed,SUP-007,Nordic Office Solutions,Sweden,Europe,2,Approved,Low,60.1282,18.6435,Net 30,ITEM-20168,Fire Extinguisher,Facilities,Fire Extinguisher,EA,116,0.0,0,0.0,EUR,9.1,15/10/2022,14/10/2022,-1,Yes,8,Marketing,CC-004,Nathan Young,James O'Brien,CON-6469,Master Supply,05/11/2021,23/07/2024,Paid,Paid,2-Way Match,No,No,No,International,89.1
PO-04226,25/06/2022,2022,Q2,June,Contract,Disputed,SUP-008,Meridian Tech,India,Asia,3,Conditional,Medium,20.5937,78.9629,Net 60,ITEM-41311,Rubber Seal,Raw Materials,Rubber Seal,EA,129,0.0,0,0.0,EUR,3.7,02/08/2022,02/08/2022,0,Yes,38,Procurement,CC-006,Frank Brown,Lisa Chen,CON-6579,Master Supply,29/11/2021,29/09/2022,Disputed,On Hold,3-Way Match,Yes,No,No,International,44.8
PO-04227,10/03/2024,2024,Q1,March,Standard,Closed,SUP-006,Pacific Rim Supplies,Japan,Asia,1,Preferred,Low,36.2048,138.2529,Net 30,ITEM-30629,Translation Svcs,Professional Svcs,Translation Svcs,EA,37,222.33,0,0.0,GBP,7.7,30/03/2024,25/03/2024,-5,Yes,15,IT,CC-002,Leo Walker,Sarah Mitchell,CON-8656,Long-term,03/09/2023,09/08/2025,Paid,Paid,2-Way Match,No,No,Yes,International,77.2
PO-04228,02/01/2022,2022,Q1,January,Blanket,Closed,SUP-008,Meridian Tech,India,Asia,3,Conditional,Medium,20.5937,78.9629,Net 60,ITEM-41311,Rubber Seal,Raw Materials,Rubber Seal,EA,57,48.34,0,0.0,GBP,15.6,29/01/2022,27/01/2022,-2,Yes,25,Marketing,CC-004,Nathan Young,Lisa Chen,NO-CONTRACT,Spot,02/01/2022,01/02/2022,Paid,Paid,3-Way Match,Yes,Yes,No,International,44.8
PO-04229,24/10/2022,2022,Q4,October,Blanket,Open,SUP-011,Atlantic Raw Materials,Brazil,Americas,3,Conditional,High,-14.235,-51.9253,Net 60,ITEM-44814,Office Chair,Office Supplies,Office Chair,EA,159,0.0,20,15045.53,GBP,18.7,14/12/2022,04/01/2023,21,No,72,Finance,CC-001,Alice Johnson,James O'Brien,CON-6001,Master Supply,27/09/2022,11/10/2023,Pending,Pending,No Match,No,No,No,International,52.0
PO-04230,23/06/2022,2022,Q2,June,Standard,Closed,SUP-002,TechPro Components,Germany,Europe,1,Preferred,Low,51.1657,10.4515,Net 45,ITEM-21296,Calibration Svc,Maintenance,Calibration Svc,EA,78,0.0,0,0.0,EUR,18.9,25/07/2022,06/08/2022,12,No,44,IT,CC-002,Leo Walker,Lisa Chen,CON-3621,Spot,04/10/2021,31/12/2023,Paid,Overdue,No Match,No,No,Yes,International,41.4
PO-04231,16/08/2023,2023,Q3,August,Standard,Closed,SUP-008,Meridian Tech,India,Asia,3,Conditional,Medium,20.5937,78.9629,Net 60,ITEM-76816,Antivirus License,IT Software,Antivirus License,EA,62,549.63,5,155.73,GBP,12.1,19/09/2023,15/09/2023,-4,Yes,30,IT,CC-002,Bob Smith,Priya Sharma,NO-CONTRACT,Spot,16/08/2023,15/09/2023,Pending,Paid,No Match,No,No,No,International,44.8
PO-04232,27/11/2022,2022,Q4,November,Standard,Disputed,SUP-002,TechPro Components,Germany,Europe,1,Preferred,Low,51.1657,10.4515,Net 45,ITEM-67907,Warehousing (m²),Logistics,Warehousing (m²),SQM,8,0.0,5,3.78,GBP,2.3,15/01/2023,15/01/2023,0,Yes,49,HR,CC-005,Olivia King,Sarah Mitchell,NO-CONTRACT,Spot,27/11/2022,27/12/2022,Pending,Pending,No Match,No,No,Yes,International,41.4
PO-04233,07/03/2024,2024,Q1,March,Blanket,Closed,SUP-012,Cornerstone Services,United Kingdom,Europe,2,Approved,Low,55.3781,-3.436,Net 30,ITEM-18028,BI Tool License,IT Software,BI Tool License,EA,25,0.0,5,3278.45,EUR,12.6,30/03/2024,30/03/2024,0,Yes,23,IT,CC-002,Leo Walker,James O'Brien,CON-3687,Long-term,11/06/2023,01/03/2024,Paid,Paid,3-Way Match,No,Yes,No,Local,67.8
PO-04234,09/06/2022,2022,Q2,June,Standard,Closed,SUP-005,EuroBuild Materials,France,Europe,2,Approved,Low,46.2276,2.2137,Net 45,ITEM-70803,Recruitment Agency,HR & Training,Recruitment Agency,EA,200,0.0,0,0.0,EUR,9.2,30/07/2022,25/07/2022,-5,Yes,46,IT,CC-002,Leo Walker,Sarah Mitchell,NO-CONTRACT,Spot,09/06/2022,09/07/2022,Overdue,Overdue,3-Way Match,No,No,No,International,80.5
PO-04236,02/04/2022,2022,Q2,April,Emergency,Closed,SUP-003,GlobalParts Ltd,China,Asia,2,Approved,Medium,35.8617,104.1954,Net 60,ITEM-44814,Office Chair,Office Supplies,Office Chair,EA,37,0.0,0,0.0,GBP,17.0,11/05/2022,19/05/2022,8,No,47,Operations,CC-003,Clara Davies,Tom Reynolds,NO-CONTRACT,Spot,02/04/2022,02/05/2022,Disputed,Paid,3-Way Match,No,No,No,International,55.1
PO-04237,03/10/2023,2023,Q4,October,Standard,Closed,SUP-011,Atlantic Raw Materials,Brazil,Americas,3,Conditional,High,-14.235,-51.9253,Net 60,ITEM-66957,Plastic Resin (kg),Raw Materials,Plastic Resin (kg),KG,22,0.0,0,0.0,EUR,17.1,11/10/2023,09/10/2023,-2,Yes,6,Operations,CC-003,Maya Hall,Priya Sharma,NO-CONTRACT,Spot,03/10/2023,02/11/2023,Pending,On Hold,3-Way Match,Yes,No,No,International,52.0
PO-04238,29/11/2024,2024,Q4,November,Blanket,Closed,SUP-014,Blue Horizon Packaging,Australia,Oceania,2,Approved,Low,-25.2744,133.7751,Net 30,ITEM-94075,Courier Service,Logistics,Courier Service,Shipment,112,0.0,20,425.15,EUR,4.8,21/01/2025,24/01/2025,3,No,56,Operations,CC-003,Clara Davies,James O'Brien,NO-CONTRACT,Spot,29/11/2024,29/12/2024,Paid,Pending,3-Way Match,No,No,No,International,50.9
PO-04239,28/04/2023,2023,Q2,April,Standard,Closed,SUP-005,EuroBuild Materials,France,Europe,2,Approved,Low,46.2276,2.2137,Net 45,ITEM-76104,ERP License,IT Software,ERP License,EA,135,563538.87,5,159669.35,JPY,25.7,28/05/2023,23/05/2023,-5,Yes,25,Procurement,CC-006,Frank Brown,Tom Reynolds,NO-CONTRACT,Spot,28/04/2023,28/05/2023,Pending,Overdue,3-Way Match,No,No,No,International,80.5
PO-04240,31/03/2024,2024,Q1,March,Standard,Open,SUP-002,TechPro Components,Germany,Europe,1,Preferred,Low,51.1657,10.4515,Net 45,ITEM-64827,Print Material,Marketing,Print Material,Box,139,0.0,20,8914.63,GBP,11.4,26/05/2024,23/05/2024,-3,Yes,53,Procurement,CC-006,Frank Brown,Tom Reynolds,NO-CONTRACT,Spot,31/03/2024,30/04/2024,Pending,On Hold,2-Way Match,No,No,Yes,International,41.4
PO-04241,07/04/2024,2024,Q2,April,Emergency,Disputed,SUP-005,EuroBuild Materials,France,Europe,2,Approved,Low,46.2276,2.2137,Net 45,ITEM-41218,Consulting (day),Professional Svcs,Consulting (day),Day,167,0.0,0,0.0,EUR,6.1,30/04/2024,27/04/2024,-3,Yes,20,IT,CC-002,Bob Smith,Sarah Mitchell,NO-CONTRACT,Spot,07/04/2024,07/05/2024,Overdue,On Hold,3-Way Match,No,No,No,International,80.5
PO-04242,27/06/2022,2022,Q2,June,Standard,Closed,SUP-012,Cornerstone Services,United Kingdom,Europe,2,Approved,Low,55.3781,-3.436,Net 30,ITEM-44814,Office Chair,Office Supplies,Office Chair,EA,165,0.0,20,13521.09,USD,14.8,17/07/2022,13/07/2022,-4,Yes,16,Procurement,CC-006,Frank Brown,Lisa Chen,CON-3947,Long-term,24/05/2022,14/09/2024,Overdue,Overdue,2-Way Match,No,Yes,No,Local,67.8
PO-04243,26/08/2023,2023,Q3,August,Standard,Closed,SUP-007,Nordic Office Solutions,Sweden,Europe,2,Approved,Low,60.1282,18.6435,Net 30,ITEM-61428,Audit Service,Professional Svcs,Audit Service,EA,33,0.0,5,5488.25,GBP,8.3,08/10/2023,07/10/2023,-1,Yes,42,Legal,CC-007,Grace Taylor,Tom Reynolds,NO-CONTRACT,Spot,26/08/2023,25/09/2023,Paid,On Hold,2-Way Match,No,No,No,International,89.1
PO-04245,08/11/2022,2022,Q4,November,Standard,Open,SUP-001,Apex Industrial Supplies,United Kingdom,Europe,1,Preferred,Low,55.3781,-3.436,Net 30,ITEM-64827,Print Material,Marketing,Print Material,Box,65,788.94,0,0.0,GBP,20.9,10/12/2022,06/12/2022,-4,Yes,28,Marketing,CC-004,Nathan Young,James O'Brien,CON-9014,Framework,23/11/2021,03/11/2023,Pending,Pending,2-Way Match,No,No,Yes,Local,75.2
PO-04246,27/06/2022,2022,Q2,June,Blanket,Open,SUP-013,Quantum Electronics,Taiwan,Asia,2,Approved,Medium,23.6978,120.9605,Net 45,ITEM-52337,Cleaning Supplies,Facilities,Cleaning Supplies,Box,54,0.0,0,0.0,GBP,9.6,20/08/2022,19/08/2022,-1,Yes,53,Marketing,CC-004,David Lee,Sarah Mitchell,CON-3636,Master Supply,14/11/2021,15/07/2024,Pending,Overdue,No Match,No,No,No,International,41.5
PO-04247,09/07/2022,2022,Q3,July,Standard,Open,SUP-012,Cornerstone Services,United Kingdom,Europe,2,Approved,Low,55.3781,-3.436,Net 30,ITEM-31689,Training Material,HR & Training,Training Material,Box,116,1857.1,0,0.0,GBP,24.9,06/08/2022,03/08/2022,-3,Yes,25,IT,CC-002,Bob Smith,Lisa Chen,CON-4841,Framework,26/08/2021,04/04/2023,Pending,On Hold,2-Way Match,No,Yes,No,Local,67.8
PO-04248,16/02/2022,2022,Q1,February,Contract,Open,SUP-013,Quantum Electronics,Taiwan,Asia,2,Approved,Medium,23.6978,120.9605,Net 45,ITEM-20168,Fire Extinguisher,Facilities,Fire Extinguisher,EA,47,0.0,20,973.65,GBP,3.9,06/03/2022,29/03/2022,23,No,41,R&D,CC-008,Henry Martin,Sarah Mitchell,NO-CONTRACT,Spot,16/02/2022,18/03/2022,Overdue,On Hold,2-Way Match,No,No,No,International,41.5
PO-04249,21/01/2023,2023,Q1,January,Standard,Closed,SUP-013,Quantum Electronics,Taiwan,Asia,2,Approved,Medium,23.6978,120.9605,Net 45,ITEM-76104,ERP License,IT Software,ERP License,EA,53,0.0,5,18975.88,JPY,12.5,17/03/2023,13/03/2023,-4,Yes,51,Procurement,CC-006,Frank Brown,James O'Brien,CON-7399,Master Supply,19/07/2022,02/09/2024,Pending,Pending,No Match,No,No,No,International,41.5
PO-04250,25/01/2023,2023,Q1,January,Blanket,Closed,SUP-015,Iron Gate Steel,Poland,Europe,3,Conditional,Medium,51.9194,19.1451,Net 60,ITEM-24456,Equipment Repair,Maintenance,Equipment Repair,EA,160,0.0,5,20911.92,EUR,19.7,19/03/2023,18/03/2023,-1,Yes,52,R&D,CC-008,Henry Martin,Sarah Mitchell,CON-5172,Long-term,04/09/2022,14/04/2025,Pending,Paid,2-Way Match,No,No,No,International,75.7
PO-04251,19/02/2022,2022,Q1,February,Standard,Closed,SUP-010,SunRise Manufacturing,South Korea,Asia,1,Preferred,Low,35.9078,127.7669,Net 30,ITEM-66613,Aluminium Bar (kg),Raw Materials,Aluminium Bar (kg),KG,58,15.57,5,14.79,EUR,16.9,13/03/2022,12/03/2022,-1,Yes,21,Finance,CC-001,Karen Clark,Tom Reynolds,CON-4424,Framework,06/12/2021,07/11/2022,Paid,Paid,3-Way Match,No,Yes,Yes,International,41.6
PO-04252,12/01/2022,2022,Q1,January,Emergency,Open,SUP-014,Blue Horizon Packaging,Australia,Oceania,2,Approved,Low,-25.2744,133.7751,Net 30,ITEM-61412,Filing Cabinet,Office Supplies,Filing Cabinet,EA,78,0.0,0,0.0,EUR,5.9,13/02/2022,13/02/2022,0,Yes,32,Finance,CC-001,Alice Johnson,James O'Brien,CON-7393,Framework,24/06/2021,30/11/2023,Pending,On Hold,No Match,No,No,No,International,50.9
PO-04253,12/09/2024,2024,Q3,September,Standard,Closed,SUP-006,Pacific Rim Supplies,Japan,Asia,1,Preferred,Low,36.2048,138.2529,Net 30,ITEM-78252,Catering (event),HR & Training,Catering (event),EA,105,0.0,0,0.0,GBP,-31.9,22/09/2024,22/09/2024,0,Yes,10,IT,CC-002,Bob Smith,Lisa Chen,NO-CONTRACT,Spot,12/09/2024,12/10/2024,Pending,Paid,No Match,No,No,Yes,International,77.2
PO-04254,14/03/2023,2023,Q1,March,Standard,Disputed,SUP-014,Blue Horizon Packaging,Australia,Oceania,2,Approved,Low,-25.2744,133.7751,Net 30,ITEM-15118,Safety Equipment,Facilities,Safety Equipment,Box,153,0.0,0,0.0,USD,6.2,30/03/2023,30/03/2023,0,Yes,16,Finance,CC-001,Alice Johnson,Lisa Chen,CON-4151,Long-term,10/11/2022,16/07/2025,Disputed,On Hold,2-Way Match,No,No,No,International,50.9
PO-04255,23/08/2022,2022,Q3,August,Standard,Disputed,SUP-006,Pacific Rim Supplies,Japan,Asia,1,Preferred,Low,36.2048,138.2529,Net 30,ITEM-43740,Keyboard,IT Hardware,Keyboard,EA,167,1250.75,0,0.0,EUR,30.0,30/09/2022,28/09/2022,-2,Yes,36,Operations,CC-003,Clara Davies,Sarah Mitchell,NO-CONTRACT,Spot,23/08/2022,22/09/2022,Disputed,On Hold,No Match,No,No,Yes,International,77.2
PO-04256,16/03/2024,2024,Q1,March,Standard,Closed,SUP-012,Cornerstone Services,United Kingdom,Europe,2,Approved,Low,55.3781,-3.436,Net 30,ITEM-61428,Audit Service,Professional Svcs,Audit Service,EA,122,0.0,5,25365.26,EUR,7.1,25/03/2024,22/03/2024,-3,Yes,6,HR,CC-005,Emma Wilson,Priya Sharma,NO-CONTRACT,Spot,16/03/2024,15/04/2024,Paid,Pending,3-Way Match,No,No,No,Local,67.8
PO-04257,10/04/2022,2022,Q2,April,Standard,Closed,SUP-001,Apex Industrial Supplies,United Kingdom,Europe,1,Preferred,Low,55.3781,-3.436,Net 30,ITEM-51688,Freight - Road,Logistics,Freight - Road,Shipment,132,0.0,5,12745.92,GBP,12.5,24/04/2022,23/04/2022,-1,Yes,13,IT,CC-002,Bob Smith,Priya Sharma,CON-9531,Master Supply,01/05/2021,12/03/2022,Overdue,Pending,3-Way Match,No,No,Yes,Local,75.2
PO-04258,10/03/2024,2024,Q1,March,Standard,Open,SUP-002,TechPro Components,Germany,Europe,1,Preferred,Low,51.1657,10.4515,Net 45,ITEM-41218,Consulting (day),Professional Svcs,Consulting (day),Day,9,0.0,5,217.56,GBP,14.9,15/03/2024,14/03/2024,-1,Yes,4,Procurement,CC-006,Frank Brown,Priya Sharma,CON-2456,Spot,13/07/2023,29/09/2025,Pending,On Hold,2-Way Match,No,No,Yes,International,41.4
PO-04259,25/10/2023,2023,Q4,October,Blanket,Closed,SUP-008,Meridian Tech,India,Asia,3,Conditional,Medium,20.5937,78.9629,Net 60,ITEM-67289,A4 Paper (Ream),Office Supplies,A4 Paper (Ream),Box,198,299.67,20,1138.76,EUR,23.8,30/10/2023,26/10/2023,-4,Yes,1,Legal,CC-007,Grace Taylor,James O'Brien,CON-6126,Spot,02/07/2023,17/06/2025,Paid,Paid,3-Way Match,No,No,No,International,44.8
PO-04260,11/11/2022,2022,Q4,November,Standard,Closed,SUP-011,Atlantic Raw Materials,Brazil,Americas,3,Conditional,High,-14.235,-51.9253,Net 60,ITEM-24456,Equipment Repair,Maintenance,Equipment Repair,EA,105,0.0,0,0.0,USD,-7.0,16/11/2022,16/11/2022,0,Yes,5,Procurement,CC-006,Frank Brown,Sarah Mitchell,CON-3728,Framework,08/03/2022,05/12/2023,Overdue,Paid,2-Way Match,Yes,No,No,International,52.0
PO-04261,20/10/2024,2024,Q4,October,Standard,Open,SUP-009,Delta Engineering,Netherlands,Europe,2,Approved,Medium,52.1326,5.2913,Net 45,ITEM-62311,Training Course,Professional Svcs,Training Course,EA,133,16571.53,20,29828.76,USD,26.8,27/11/2024,25/11/2024,-2,Yes,36,Finance,CC-001,Alice Johnson,Tom Reynolds,NO-CONTRACT,Spot,20/10/2024,19/11/2024,Overdue,Overdue,No Match,No,No,No,International,63.2
PO-04262,04/05/2023,2023,Q2,May,Standard,Closed,SUP-001,Apex Industrial Supplies,United Kingdom,Europe,1,Preferred,Low,55.3781,-3.436,Net 30,ITEM-13249,Laptop,IT Hardware,Laptop,EA,49,0.0,5,2585.95,USD,17.4,18/06/2023,17/06/2023,-1,Yes,44,IT,CC-002,Leo Walker,Lisa Chen,CON-5670,Spot,22/05/2022,19/02/2023,Paid,Paid,3-Way Match,No,No,Yes,Local,75.2
PO-04263,12/08/2022,2022,Q3,August,Contract,Closed,SUP-003,GlobalParts Ltd,China,Asia,2,Approved,Medium,35.8617,104.1954,Net 60,ITEM-71890,Whiteboard,Office Supplies,Whiteboard,EA,197,0.0,5,1929.62,GBP,15.9,28/08/2022,26/08/2022,-2,Yes,14,IT,CC-002,Leo Walker,Lisa Chen,CON-1844,Long-term,17/08/2021,12/03/2024,Paid,Overdue,2-Way Match,No,No,No,International,55.1
PO-04264,01/04/2022,2022,Q2,April,Standard,Open,SUP-004,FastTrack Logistics,United States,Americas,1,Preferred,Low,37.0902,-95.7129,Net 30,ITEM-19122,Medical Supplies,HR & Training,Medical Supplies,Box,127,0.0,5,980.25,GBP,-28.5,18/04/2022,16/04/2022,-2,Yes,15,HR,CC-005,Olivia King,Tom Reynolds,NO-CONTRACT,Spot,01/04/2022,01/05/2022,Pending,Pending,No Match,No,Yes,Yes,International,52.3
PO-04265,02/09/2024,2024,Q3,September,Standard,Closed,SUP-015,Iron Gate Steel,Poland,Europe,3,Conditional,Medium,51.9194,19.1451,Net 60,ITEM-62311,Training Course,Professional Svcs,Training Course,EA,145,0.0,0,0.0,GBP,-27.7,12/10/2024,18/10/2024,6,No,46,Marketing,CC-004,Nathan Young,Sarah Mitchell,CON-6036,Framework,01/07/2024,19/03/2027,Pending,Overdue,3-Way Match,Yes,No,No,International,75.7
PO-04266,16/03/2022,2022,Q1,March,Standard,Closed,SUP-010,SunRise Manufacturing,South Korea,Asia,1,Preferred,Low,35.9078,127.7669,Net 30,ITEM-70803,Recruitment Agency,HR & Training,Recruitment Agency,EA,140,68568.5,5,30855.83,JPY,15.7,27/03/2022,27/03/2022,0,Yes,11,Finance,CC-001,Karen Clark,Sarah Mitchell,NO-CONTRACT,Spot,16/03/2022,15/04/2022,Pending,On Hold,3-Way Match,No,No,Yes,International,41.6
PO-04267,17/06/2023,2023,Q2,June,Standard,Closed,SUP-002,TechPro Components,Germany,Europe,1,Preferred,Low,51.1657,10.4515,Net 45,ITEM-60672,Legal Review,Professional Svcs,Legal Review,EA,112,0.0,20,18338.21,USD,6.5,14/07/2023,12/07/2023,-2,Yes,25,HR,CC-005,Emma Wilson,Sarah Mitchell,CON-3774,Spot,07/10/2022,06/08/2023,Paid,Paid,3-Way Match,No,No,Yes,International,41.4
PO-04268,03/10/2024,2024,Q4,October,Blanket,Disputed,SUP-005,EuroBuild Materials,France,Europe,2,Approved,Low,46.2276,2.2137,Net 45,ITEM-41311,Rubber Seal,Raw Materials,Rubber Seal,EA,117,0.0,0,0.0,EUR,18.9,12/10/2024,07/10/2024,-5,Yes,4,Procurement,CC-006,Frank Brown,James O'Brien,NO-CONTRACT,Spot,03/10/2024,02/11/2024,Disputed,On Hold,2-Way Match,No,No,No,International,80.5
